Customer number;Coupon Code;Date;Receipt id;Discount;Turnover
84768;Welkom_5;04-07-2024;20331559;-5;29.95
80940;Welkom_5;04-07-2024;20332227;-5;129.98
81974;Welkom_5;04-07-2024;20332300;-5;242
84946;Welkom_5;04-07-2024;20332193;-5;160.93
77330;Welkom_5;04-07-2024;20331104;-5;22.99
81143;Welkom_5;04-07-2024;20331039;-5;122.99
80170;Welkom_5;04-07-2024;20331542;-5;0.99
84677;Welkom_5;04-07-2024;20331930;-5;0
77609;Welkom_5;04-07-2024;20332029;-5;17.5
82831;Welkom_5;04-07-2024;20330940;-5;59.96
78403;Welkom_5;04-07-2024;20331914;-5;134.99
83696;Welkom_5;04-07-2024;20480760;-5;8.49
84510;Welkom_5;04-07-2024;20330882;-5;29.99
77785;Welkom_5;04-07-2024;20480968;-5;354.96
82156;Welkom_5;04-07-2024;20480935;-5;10.5
82237;Welkom_5;04-07-2024;20330700;-4.95;0
80359;Welkom_5;04-07-2024;20331195;-5;90.07
82703;Welkom_5;04-07-2024;20331112;-5;686.88
84398;Welkom_5;04-07-2024;20331849;-5;301.82
82080;Welkom_5;04-07-2024;20480562;-5;83.96
83331;Welkom_5;04-07-2024;20330874;-5;14.99
82187;Welkom_5;05-07-2024;20334371;-5;69.99
81611;Welkom_5;05-07-2024;20332847;-5;212.46
81575;Welkom_5;05-07-2024;20334199;-5;189.94
78540;Welkom_5;05-07-2024;20333589;-5;49.99
82059;Welkom_5;05-07-2024;20334553;-5;52.44
83953;Welkom_5;05-07-2024;20333654;-5;57.31
80843;Welkom_5;05-07-2024;20334256;-5;114.93
79482;Welkom_5;05-07-2024;20334363;-5;15.98
84213;Welkom_5;05-07-2024;20334405;-5;338.9
84686;Welkom_5;05-07-2024;20332441;-5;3.45
84304;Welkom_5;05-07-2024;20333050;-5;214.98
80660;Welkom_5;05-07-2024;20332896;-5;130
83519;Welkom_5;05-07-2024;20333290;-5;92.65
83406;Welkom_5;05-07-2024;20481479;-5;139.89
84509;Welkom_5;05-07-2024;20334587;-5;95.42
81890;Welkom_5;05-07-2024;20333696;-5;64.23
82328;Welkom_5;05-07-2024;20333688;-5;6.9
84044;Welkom_5;05-07-2024;20481214;-5;69.99
80659;Welkom_5;05-07-2024;20333415;-5;351.27
80941;Welkom_5;05-07-2024;20334496;-5;143.1
81429;Welkom_5;05-07-2024;20333159;-5;81.77
83842;Welkom_5;05-07-2024;20333670;-5;55.74
84315;Welkom_5;05-07-2024;20481545;-5;29.13
80036;Welkom_5;05-07-2024;20334181;-5;34.99
79249;Welkom_5;05-07-2024;20333043;-5;367.16
82488;Welkom_5;05-07-2024;20481396;-5;11.16
80581;Welkom_5;05-07-2024;20333019;-5;257.44
77272;Welkom_5;05-07-2024;20333977;-5;697.61
79729;Welkom_5;05-07-2024;20333480;-5;93.98
82221;Welkom_5;05-07-2024;20333209;-5;172.72
81682;Welkom_5;05-07-2024;20333894;-5;204.94
80928;Welkom_5;05-07-2024;20333712;-5;51.44
84628;Welkom_5;05-07-2024;20332789;-5;184.72
83879;Welkom_5;05-07-2024;20333498;-5;41.18
81555;Welkom_5;05-07-2024;20481412;-5;209.99
80235;Welkom_5;05-07-2024;20334223;-5;299.97
80105;Welkom_5;05-07-2024;20334710;-5;74.98
81967;Welkom_5;05-07-2024;20334322;-5;6.95
82010;Welkom_5;05-07-2024;20333936;-5;40.17
82155;Welkom_5;05-07-2024;20333407;-5;84.99
82388;Welkom_5;05-07-2024;20333738;-5;276.9
81478;Welkom_5;05-07-2024;20333365;-5;316.16
79072;Welkom_5;05-07-2024;20332854;-5;143.7
82195;Welkom_5;05-07-2024;20333993;-5;14.99
82935;Welkom_5;05-07-2024;20334389;-5;29.99
83187;Welkom_5;05-07-2024;20333985;-5;91.97
79818;Welkom_5;06-07-2024;20337481;-5;182.77
80746;Welkom_5;06-07-2024;20482360;-5;117.93
80620;Welkom_5;06-07-2024;20482725;-5;136.13
81368;Welkom_5;06-07-2024;20483582;-5;266.86
83878;Welkom_5;06-07-2024;20336277;-5;437.48
78124;Welkom_5;06-07-2024;20336921;-5;17.95
83193;Welkom_5;06-07-2024;20481941;-5;326.99
84601;Welkom_5;06-07-2024;20337473;-5;21.84
84371;Welkom_5;06-07-2024;20482170;-5;22.19
84713;Welkom_5;06-07-2024;20481750;-5;121.74
80348;Welkom_5;06-07-2024;20483202;-5;59.12
82639;Welkom_5;06-07-2024;20336228;-5;122.94
83998;Welkom_5;06-07-2024;20335931;-5;289.41
81205;Welkom_5;06-07-2024;20337218;-5;277.47
82761;Welkom_5;06-07-2024;20336293;-5;162.6
83764;Welkom_5;06-07-2024;20337853;-5;103.98
81006;Welkom_5;06-07-2024;20483210;-5;209.49
84338;Welkom_5;06-07-2024;20337531;-5;89.99
83812;Welkom_5;06-07-2024;20337705;-5;165.34
84341;Welkom_5;06-07-2024;20335493;-5;88.43
79480;Welkom_5;06-07-2024;20337911;-5;12.99
84069;Welkom_5;06-07-2024;20482063;-5;403.99
79575;Welkom_5;06-07-2024;20336053;-5;254.94
83347;Welkom_5;06-07-2024;20337093;-5;65.33
82558;Welkom_5;06-07-2024;20482709;-5;125.49
80793;Welkom_5;06-07-2024;20481719;-5;44.99
83517;Welkom_5;06-07-2024;20337903;-5;61.42
83925;Welkom_5;06-07-2024;20336772;-5;32.23
84954;Welkom_5;06-07-2024;20483244;-5;265.44
83803;Welkom_5;06-07-2024;20482352;-5;164.95
79371;Welkom_5;06-07-2024;20337309;-5;57.65
83381;Welkom_5;06-07-2024;20336798;-5;286.22
83046;Welkom_5;06-07-2024;20482873;-5;241.73
81962;Welkom_5;06-07-2024;20481875;-5;221.53
81931;Welkom_5;06-07-2024;20337820;-5;205.74
84049;Welkom_5;06-07-2024;20483228;-5;59.01
82199;Welkom_5;06-07-2024;20335527;-5;385.94
80932;Welkom_5;06-07-2024;13580;-5;59.99
84683;Welkom_5;06-07-2024;20483715;-5;20.58
82496;Welkom_5;06-07-2024;20335097;-5;117.47
81727;Welkom_5;06-07-2024;20482915;-5;202.27
80457;Welkom_5;06-07-2024;20336087;-5;3.99
84418;Welkom_5;06-07-2024;20336335;-5;42.94
84676;Welkom_5;06-07-2024;20483301;-5;303.87
80917;Welkom_5;06-07-2024;20335634;-5;284.19
81400;Welkom_5;06-07-2024;20483236;-5;207.39
84363;Welkom_5;06-07-2024;20336251;-5;3.09
83537;Welkom_5;06-07-2024;20483608;-5;86.48
82031;Welkom_5;06-07-2024;20335519;-5;56.43
84701;Welkom_5;06-07-2024;20337937;-5;52.96
84235;Welkom_5;06-07-2024;20337051;-5;403.88
80504;Welkom_5;06-07-2024;20482535;-5;34.86
84650;Welkom_5;06-07-2024;20337572;-5;559.79
80025;Welkom_5;06-07-2024;20335832;-5;74.99
79906;Welkom_5;06-07-2024;20337069;-5;368.65
80190;Welkom_5;07-07-2024;20338349;-5;84.99
83685;Welkom_5;07-07-2024;20485116;-5;308.92
84244;Welkom_5;07-07-2024;20484952;-5;569.41
81434;Welkom_5;07-07-2024;20484846;-5;163.85
80338;Welkom_5;07-07-2024;20484945;-5;56.48
83592;Welkom_5;07-07-2024;20338695;-5;439.47
84711;Welkom_5;07-07-2024;20484903;-5;124.98
80453;Welkom_5;07-07-2024;20338448;-5;165.46
81545;Welkom_5;07-07-2024;20338422;-5;394.94
79874;Welkom_5;07-07-2024;20484721;-5;147.46
84056;Welkom_5;08-07-2024;20342093;-5;29.99
81241;Welkom_5;08-07-2024;20341434;-5;44.62
79022;Welkom_5;08-07-2024;20341319;-5;35.84
80744;Welkom_5;08-07-2024;20341772;-5;58.5
78799;Welkom_5;08-07-2024;20340873;-5;102.96
79493;Welkom_5;08-07-2024;20341053;-5;35.98
81123;Welkom_5;08-07-2024;20341277;-5;58.94
83587;Welkom_5;08-07-2024;20341400;-5;11.9
82750;Welkom_5;08-07-2024;20342010;-5;169.26
80233;Welkom_5;08-07-2024;20342333;-5;3.99
82256;Welkom_5;08-07-2024;20340493;-5;14.9
83357;Welkom_5;08-07-2024;20340618;-5;53.61
84739;Welkom_5;08-07-2024;20340501;-5;75.48
82479;Welkom_5;08-07-2024;20342192;-5;46.2
78243;Welkom_5;08-07-2024;20340527;-5;25.97
80886;Welkom_5;08-07-2024;20341590;-5;104.94
80588;Welkom_5;08-07-2024;20340816;-5;34.03
84927;Welkom_5;08-07-2024;20340758;-5;92.35
83810;Welkom_5;08-07-2024;20341855;-5;128.61
81821;Welkom_5;08-07-2024;20341764;-5;70.96
82921;Welkom_5;08-07-2024;20340634;-5;59.5
83369;Welkom_5;08-07-2024;20340923;-5;63.43
84821;Welkom_5;08-07-2024;20342127;-5;21.34
83227;Welkom_5;08-07-2024;20342374;-5;37.84
80957;Welkom_5;08-07-2024;20342432;-5;49.44
82510;Welkom_5;08-07-2024;20342077;-5;57.22
84359;Welkom_5;08-07-2024;20341228;-5;20.18
81504;Welkom_5;08-07-2024;20342309;-5;118.22
77486;Welkom_5;08-07-2024;20342168;-5;224.97
82667;Welkom_5;08-07-2024;20342176;-5;127.79
81030;Welkom_5;08-07-2024;20340733;-5;77.97
82593;Welkom_5;08-07-2024;20340675;-5;103.74
81177;Welkom_5;08-07-2024;20342275;-5;22.49
82398;Welkom_5;08-07-2024;20341236;-5;44.99
84439;Welkom_5;08-07-2024;20340642;-5;97.76
84176;Welkom_5;08-07-2024;20340519;-5;16.91
84138;Welkom_5;08-07-2024;20340857;-5;69.99
80163;Welkom_5;08-07-2024;20341079;-5;130.96
83598;Welkom_5;08-07-2024;20341301;-5;13.99
84357;Welkom_5;08-07-2024;20341533;-5;257.98
83481;Welkom_5;08-07-2024;20341285;-5;240.18
82168;Welkom_5;08-07-2024;20342119;-5;21.49
83167;Welkom_5;08-07-2024;20342341;-5;75.57
84663;Welkom_5;08-07-2024;20341525;-5;54.99
84470;Welkom_5;08-07-2024;20342416;-5;120.76
81105;Welkom_5;08-07-2024;20341137;-5;221.94
84225;Welkom_5;08-07-2024;20341392;-5;0
81667;Welkom_5;08-07-2024;20340790;-5;126.68
81774;Welkom_5;08-07-2024;20340410;-5;9.98
84806;Welkom_5;08-07-2024;20341194;-5;5.99
80184;Welkom_5;08-07-2024;20342234;-5;291.38
77825;Welkom_5;08-07-2024;20341632;-5;25.98
81062;Welkom_5;08-07-2024;20342499;-5;138.51
82934;Welkom_5;09-07-2024;20342796;-5;178.22
83763;Welkom_5;09-07-2024;20343612;-5;363.05
82317;Welkom_5;09-07-2024;20343505;-5;4.28
80955;Welkom_5;09-07-2024;20342721;-5;141.5
84091;Welkom_5;09-07-2024;20344388;-5;257.45
82253;Welkom_5;09-07-2024;20343430;-5;274.27
80021;Welkom_5;09-07-2024;20344297;-5;224.99
81336;Welkom_5;09-07-2024;20343828;-5;24.96
84048;Welkom_5;09-07-2024;20342739;-5;499.92
82233;Welkom_5;09-07-2024;20342770;-5;53.6
82099;Welkom_5;09-07-2024;20485488;-5;44.95
80658;Welkom_5;09-07-2024;20343836;-5;5.79
79469;Welkom_5;09-07-2024;20343497;-5;0.39
82987;Welkom_5;09-07-2024;20343463;-5;52
82985;Welkom_5;10-07-2024;20345674;-5;16.98
82372;Welkom_5;10-07-2024;20345781;-5;54.48
77383;Welkom_5;10-07-2024;20345245;-5;265.37
84949;Welkom_5;10-07-2024;20345120;-5;23.29
85000;Welkom_5;10-07-2024;20345252;-5;87.49
82285;Welkom_5;10-07-2024;20346425;-5;68.76
81918;Welkom_5;10-07-2024;20344867;-5;77.94
84017;Welkom_5;10-07-2024;20346813;-5;367.68
80890;Welkom_5;10-07-2024;20346078;-5;52.97
80407;Welkom_5;10-07-2024;20346417;-5;821.44
84784;Welkom_5;10-07-2024;20346193;-5;18.99
81476;Welkom_5;10-07-2024;20344891;-5;19.99
80228;Welkom_5;10-07-2024;20345310;-5;37.98
81279;Welkom_5;10-07-2024;20345617;-5;3.74
80122;Welkom_5;10-07-2024;20346532;-5;25.98
81709;Welkom_5;10-07-2024;20346797;-5;402.71
81407;Welkom_5;10-07-2024;20345641;-5;42.97
80987;Welkom_5;10-07-2024;20345302;-5;75.98
81446;Welkom_5;10-07-2024;20345013;-5;25.92
83246;Welkom_5;10-07-2024;20345039;-5;34.47
81814;Welkom_5;10-07-2024;20485769;-5;163.87
82688;Welkom_5;10-07-2024;20344693;-5;24.95
83328;Welkom_5;10-07-2024;20346227;-5;103.07
80563;Welkom_5;10-07-2024;20345831;-5;36.38
81827;Welkom_5;10-07-2024;20345971;-5;264.9
82512;Welkom_5;10-07-2024;20344701;-5;9.99
