"Customer number";"Coupon Code";Date;"Receipt id";Discount;Turnover
82403;Welkom_5;2024-06-27;0020476701;-5;212.53
84397;Welkom_5;2024-06-27;0020316105;-5;368.94
82438;Welkom_5;2024-06-27;0020476966;-5;48.91
81064;Welkom_5;2024-06-27;0020317426;-5;452.84
81392;Welkom_5;2024-06-28;0020317772;-5;-8.99
84327;Welkom_5;2024-06-28;0020318176;-5;65.98
83081;Welkom_5;2024-06-28;0020319851;-5;28.35
81351;Welkom_5;2024-06-28;0020319323;-5;30.98
83870;Welkom_5;2024-06-28;0020317798;-5;11.5
81567;Welkom_5;2024-06-28;0020318887;-5;20.48
84385;Welkom_5;2024-06-28;0020318226;-5;68.99
84051;Welkom_5;2024-06-28;0020318796;-5;28.9
83888;Welkom_5;2024-06-28;0020319661;-5;119.21
83600;Welkom_5;2024-06-28;0020319786;-5;130
77906;Welkom_5;2024-06-28;0020319083;-5;154.48
81256;Welkom_5;2024-06-28;0020318598;-5;151.71
84257;Welkom_5;2024-06-28;0020477121;-5;14.99
81993;Welkom_5;2024-06-28;0020319158;-5;79.97
80072;Welkom_5;2024-06-28;0020477402;-5;44.73
82890;Welkom_5;2024-06-28;0020477246;-5;59.58
83376;Welkom_5;2024-06-28;0020317756;-5;67.99
83492;Welkom_5;2024-06-28;0020317996;-5;16.34
80774;Welkom_5;2024-06-28;0020319869;-5;78.46
84434;Welkom_5;2024-06-28;0020318267;-3.98;0
82185;Welkom_5;2024-06-28;0020318648;-5;33.22
84833;Welkom_5;2024-06-28;0020317871;-5;28.6
81922;Welkom_5;2024-06-28;0020319331;-5;375.3
80316;Welkom_5;2024-06-28;0020319760;-5;347.99
80685;Welkom_5;2024-06-28;0020319265;-5;21
83674;Welkom_5;2024-06-28;0020318846;-5;174.98
81345;Welkom_5;2024-06-28;0020317962;-5;20.99
84977;Welkom_5;2024-06-28;0020477147;-5;37.73
79353;Welkom_5;2024-06-28;0020319232;-5;63.13
82597;Welkom_5;2024-06-28;0020319950;-5;69.98
82170;Welkom_5;2024-06-28;0020318192;-5;116.49
84486;Welkom_5;2024-06-28;0020318044;-5;54.99
80039;Welkom_5;2024-06-28;0020318010;-5;57.14
83026;Welkom_5;2024-06-28;0020319034;-5;32.84
82445;Welkom_5;2024-06-28;0020319992;-5;391.74
82564;Welkom_5;2024-06-28;0020318168;-5;32.98
83604;Welkom_5;2024-06-28;0020318929;-5;41.44
83793;Welkom_5;2024-06-28;0020477196;-5;283.95
84789;Welkom_5;2024-06-28;0020318531;-5;370.76
82181;Welkom_5;2024-06-28;0020318762;-5;350.88
83741;Welkom_5;2024-06-28;0020317905;-5;77.99
81448;Welkom_5;2024-06-28;0020477162;-5;102.08
81277;Welkom_5;2024-06-28;0020477154;-5;42.56
84593;Welkom_5;2024-06-28;0020318945;-5;300.09
84109;Welkom_5;2024-06-28;0020477485;-5;89.16
80440;Welkom_5;2024-06-28;0020318085;-5;37.06
80851;Welkom_5;2024-06-28;0020319570;-5;23
83809;Welkom_5;2024-06-28;0020320016;-5;94.97
82818;Welkom_5;2024-06-29;0020322996;-5;229.43
84758;Welkom_5;2024-06-29;0020323002;-5;77.46
81269;Welkom_5;2024-06-29;0020478186;-5;17.45
83626;Welkom_5;2024-06-30;0020479911;-5;153.16
83754;Welkom_5;2024-06-30;0020324810;-5;64.96
84540;Welkom_5;2024-06-30;0020323572;-5;103.97
79045;Welkom_5;2024-06-30;0020479671;-5;50.24
81166;Welkom_5;2024-06-30;0020324802;-5;35.36
81692;Welkom_5;2024-06-30;0020324877;-5;104.98
83577;Welkom_5;2024-06-30;0020324786;-5;42.78
81612;Welkom_5;2024-06-30;0020479069;-5;84.71
83615;Welkom_5;2024-06-30;0020324018;-5;52.98
82787;Welkom_5;2024-06-30;0020479515;-5;176.53
80087;Welkom_5;2024-06-30;0020323580;-5;99.43
83806;Welkom_5;2024-06-30;0020479382;-5;192.97
84231;Welkom_5;2024-06-30;0020324893;-5;878.25
81506;Welkom_5;2024-06-30;0020479390;-5;43.62
82619;Welkom_5;2024-06-30;0020324554;-5;254.99
80740;Welkom_5;2024-06-30;0020324414;-5;270.82
81749;Welkom_5;2024-06-30;0020324216;-5;51.98
84027;Welkom_5;2024-06-30;0020479283;-5;482.02
82448;Welkom_5;2024-06-30;0020324364;-5;201.72
81440;Welkom_5;2024-06-30;0020479895;-5;53.06
80997;Welkom_5;2024-06-30;0020323937;-5;165.94
82041;Welkom_5;2024-06-30;0020323721;-5;38.23
78357;Welkom_5;2024-06-30;0020479101;-5;106.92
83044;Welkom_5;2024-06-30;0020479028;-5;55.98
84620;Welkom_5;2024-06-30;0020479036;-5;36.62
82529;Welkom_5;2024-06-30;0020479549;-5;291.28
82123;Welkom_5;2024-06-30;0020323325;-5;169.9
79250;Welkom_5;2024-06-30;0020324182;-5;59.98
81475;Welkom_5;2024-06-30;0020324497;-5;250.38
82151;Welkom_5;2024-06-30;0020479432;-5;236.08
83762;Welkom_5;2024-06-30;0020479200;-5;53.35
84178;Welkom_5;2024-06-30;0020323259;-5;129.98
83588;Welkom_5;2024-06-30;0020479580;-5;2094
83338;Welkom_5;2024-06-30;0020324729;-5;14.98
84123;Welkom_5;2024-06-30;0020323614;-5;12.94
81267;Welkom_5;2024-06-30;0020479523;-5;18.98
84286;Welkom_5;2024-06-30;0020323929;-5;29.99
81718;Welkom_5;2024-06-30;0020324430;-5;594
83003;Welkom_5;2024-06-30;0020324794;-5;40.95
84422;Welkom_5;2024-06-30;0020479481;-5;7.5
84160;Welkom_5;2024-06-30;0020479572;-5;119.99
80260;Welkom_5;2024-06-30;0020324745;-5;51.64
84358;Welkom_5;2024-06-30;0020324521;-5;81.44
82644;Welkom_5;2024-06-30;0020479234;-5;357.34
81848;Welkom_5;2024-06-30;0020479465;-5;1.5
81073;Welkom_5;2024-06-30;0020323739;-5;44.95
84071;Welkom_5;2024-06-30;0020324620;-5;52.97
82785;Welkom_5;2024-06-30;0020324174;-5;105.77
81491;Welkom_5;2024-06-30;0020324471;-5;251.15
80713;Welkom_5;2024-06-30;0020479275;-5;99.26
80012;Welkom_5;2024-06-30;0020479564;-5;74.98
80974;Welkom_5;2024-06-30;0020479770;-5;314.4
84812;Welkom_5;2024-06-30;0020479317;-5;134.94
80207;Welkom_5;2024-06-30;0020324158;-5;82.97
82858;Welkom_5;2024-06-30;0020479531;-5;6.69
84693;Welkom_5;2024-06-30;0020479499;-5;147.94
84513;Welkom_5;2024-06-30;0020324844;-5;107.13
80455;Welkom_5;2024-06-30;0020479184;-5;179.97
83253;Welkom_5;2024-06-30;0020324836;-5;35
77265;Welkom_5;2024-06-30;0020479820;-5;45.99
84297;Welkom_5;2024-06-30;0020479093;-5;184
80420;Welkom_5;2024-06-30;0020324539;-5;114.16
81233;Welkom_5;2024-06-30;0020324752;-5;104.86
84688;Welkom_5;2024-06-30;0020479051;-5;194.98
81489;Welkom_5;2024-06-30;0020479507;-5;312.89
83490;Welkom_5;2024-06-30;0020323499;-5;29.95
80134;Welkom_5;2024-06-30;0020324240;-5;194.98
84277;Welkom_5;2024-06-30;0020324059;-5;45.99
83964;Welkom_5;2024-06-30;0020479614;-5;367
82973;Welkom_5;2024-07-01;0020326906;-5;67.92
83680;Welkom_5;2024-07-01;0020325759;-5;68.97
81025;Welkom_5;2024-07-01;0020325726;-5;85.9
80894;Welkom_5;2024-07-01;0020326310;-5;119.98
84045;Welkom_5;2024-07-01;0020325262;-5;190.31
82197;Welkom_5;2024-07-01;0020326021;-5;42.14
82063;Welkom_5;2024-07-01;0020325254;-5;89.47
82977;Welkom_5;2024-07-01;0020325692;-5;93.47
83239;Welkom_5;2024-07-01;0020325767;-5;332.11
83365;Welkom_5;2024-07-01;0020325387;-5;40.5
80003;Welkom_5;2024-07-01;0020326005;-5;64.5
83579;Welkom_5;2024-07-01;0020480075;-4.95;0
84797;Welkom_5;2024-07-01;0020325353;-5;147.61
82799;Welkom_5;2024-07-01;0020325296;-5;16.9
83807;Welkom_5;2024-07-01;0020326088;-5;36.6
80687;Welkom_5;2024-07-01;0020325478;-5;169.97
84073;Welkom_5;2024-07-01;0020325643;-5;144.95
82885;Welkom_5;2024-07-01;0020325601;-5;120
84480;Welkom_5;2024-07-01;0020325395;-5;0.95
84472;Welkom_5;2024-07-01;0020480208;-5;84.03
84753;Welkom_5;2024-07-01;0020325569;-5;29.44
83156;Welkom_5;2024-07-01;0020325700;-5;66.87
84386;Welkom_5;2024-07-01;0020326435;-5;56.93
80022;Welkom_5;2024-07-01;0020326807;-5;137.02
82184;Welkom_5;2024-07-01;0020326864;-5;27.74
80164;Welkom_5;2024-07-01;0020326146;-5;94.98
83094;Welkom_5;2024-07-01;0020326104;-5;403.05
84011;Welkom_5;2024-07-01;0020325163;-5;134.4
83931;Welkom_5;2024-07-01;0020326062;-5;43.79
81726;Welkom_5;2024-07-01;0020325304;-5;62.94
84080;Welkom_5;2024-07-01;0020325809;-5;279.01
84658;Welkom_5;2024-07-02;0020327961;-5;130.95
81501;Welkom_5;2024-07-02;0020328563;-5;143.96
82353;Welkom_5;2024-07-02;0020327813;-5;60.16
80641;Welkom_5;2024-07-02;0020327680;-5;43.99
80239;Welkom_5;2024-07-02;0020327854;-5;49.92
84795;Welkom_5;2024-07-02;0020327649;-5;152.94
82271;Welkom_5;2024-07-02;0020328191;-5;75.73
77890;Welkom_5;2024-07-02;0020328308;-5;43.49
84211;Welkom_5;2024-07-02;0020327334;-5;214.99
83782;Welkom_5;2024-07-02;0020328100;-5;156
82254;Welkom_5;2024-07-02;0020327300;-5;84.99
81050;Welkom_5;2024-07-02;0020328522;-5;222.34
82325;Welkom_5;2024-07-02;0020328506;-5;692.92
84726;Welkom_5;2024-07-02;0020328142;-5;11.5
80642;Welkom_5;2024-07-03;0020329488;-5;74.98
84126;Welkom_5;2024-07-03;0020329967;-5;63.09
84880;Welkom_5;2024-07-03;0020329983;-5;137.46
84204;Welkom_5;2024-07-03;0020329827;-5;309.99
81685;Welkom_5;2024-07-03;0020329793;-5;114.97
83778;Welkom_5;2024-07-03;0020328993;-5;154.42
84148;Welkom_5;2024-07-03;0020480430;-5;214.88
84636;Welkom_5;2024-07-03;0020328738;-5;132.93
82230;Welkom_5;2024-07-03;0020328969;-5;134.93
81888;Welkom_5;2024-07-03;0020330247;-5;274.89
79750;Welkom_5;2024-07-03;0020329926;-5;120.45
84746;Welkom_5;2024-07-03;0020330023;-5;42.28
82489;Welkom_5;2024-07-03;0020328951;-5;247.99
83635;Welkom_5;2024-07-03;0020480455;-5;47.98
81517;Welkom_5;2024-07-03;0020328852;-5;64.99
82797;Welkom_5;2024-07-03;0020329918;-5;77.44
81837;Welkom_5;2024-07-03;0020329256;-5;57.03
82627;Welkom_5;2024-07-03;0020330007;-5;20.49
82333;Welkom_5;2024-07-03;0020329249;-5;67.95
81681;Welkom_5;2024-07-03;0020329538;-5;262.25
84883;Welkom_5;2024-07-03;13571;-5;14.99
82499;Welkom_5;2024-07-03;0020329975;-5;96.89
81732;Welkom_5;2024-07-03;0020329751;-5;27.97
82673;Welkom_5;2024-07-04;0020332268;-5;262.14
80203;Welkom_5;2024-07-04;0020480596;-5;64.99
81638;Welkom_5;2024-07-04;0020330866;-5;113.99
80176;Welkom_5;2024-07-04;0020332185;-5;81.83
80841;Welkom_5;2024-07-04;0020331815;-5;105.39
84909;Welkom_5;2024-07-04;0020480679;-5;114.99
77420;Welkom_5;2024-07-04;0020331344;-5;131.45
81790;Welkom_5;2024-07-04;0020330916;-5;8.94
78031;Welkom_5;2024-07-04;0020480638;-5;90.95
83692;Welkom_5;2024-07-04;0020480976;-5;124.44
84343;Welkom_5;2024-07-04;13575;-5;124.95
82751;Welkom_5;2024-07-04;0020330932;-5;12.98
81784;Welkom_5;2024-07-04;0020331427;-5;74.87
83449;Welkom_5;2024-07-04;0020331831;-5;28.96
81033;Welkom_5;2024-07-04;0020331278;-5;149.97
84199;Welkom_5;2024-07-04;0020330734;-5;12.98
81117;Welkom_5;2024-07-04;0020480836;-5;35.65
83196;Welkom_5;2024-07-04;0020480687;-5;10.99
83769;Welkom_5;2024-07-04;0020331203;-5;137.97
84329;Welkom_5;2024-07-04;0020480851;-5;122.73
81514;Welkom_5;2024-07-04;0020330981;-5;60.94
82043;Welkom_5;2024-07-04;0020480646;-5;106.98
81584;Welkom_5;2024-07-04;0020480778;-5;46.4
82609;Welkom_5;2024-07-04;0020331864;-5;87.97
84904;Welkom_5;2024-07-04;0020332375;-5;1070.49
84768;Welkom_5;2024-07-04;0020331559;-5;29.95
80940;Welkom_5;2024-07-04;0020332227;-5;129.98
81974;Welkom_5;2024-07-04;0020332300;-5;242
84946;Welkom_5;2024-07-04;0020332193;-5;160.93
77330;Welkom_5;2024-07-04;0020331104;-5;22.99
81143;Welkom_5;2024-07-04;0020331039;-5;122.99
80170;Welkom_5;2024-07-04;0020331542;-5;0.99
84677;Welkom_5;2024-07-04;0020331930;-5;0
77609;Welkom_5;2024-07-04;0020332029;-5;17.5
82831;Welkom_5;2024-07-04;0020330940;-5;59.96
78403;Welkom_5;2024-07-04;0020331914;-5;134.99
83696;Welkom_5;2024-07-04;0020480760;-5;8.49
84510;Welkom_5;2024-07-04;0020330882;-5;29.99
77785;Welkom_5;2024-07-04;0020480968;-5;354.96
82156;Welkom_5;2024-07-04;0020480935;-5;10.5
82237;Welkom_5;2024-07-04;0020330700;-4.95;0
80359;Welkom_5;2024-07-04;0020331195;-5;90.07
82703;Welkom_5;2024-07-04;0020331112;-5;686.88
84398;Welkom_5;2024-07-04;0020331849;-5;301.82
82080;Welkom_5;2024-07-04;0020480562;-5;83.96
83331;Welkom_5;2024-07-04;0020330874;-5;14.99
82187;Welkom_5;2024-07-05;0020334371;-5;69.99
81611;Welkom_5;2024-07-05;0020332847;-5;212.46
81575;Welkom_5;2024-07-05;0020334199;-5;189.94
78540;Welkom_5;2024-07-05;0020333589;-5;49.99
82059;Welkom_5;2024-07-05;0020334553;-5;52.44
83953;Welkom_5;2024-07-05;0020333654;-5;57.31
80843;Welkom_5;2024-07-05;0020334256;-5;114.93
79482;Welkom_5;2024-07-05;0020334363;-5;15.98
84213;Welkom_5;2024-07-05;0020334405;-5;338.9
84686;Welkom_5;2024-07-05;0020332441;-5;3.45
84304;Welkom_5;2024-07-05;0020333050;-5;214.98
80660;Welkom_5;2024-07-05;0020332896;-5;130
83519;Welkom_5;2024-07-05;0020333290;-5;92.65
83406;Welkom_5;2024-07-05;0020481479;-5;139.89
84509;Welkom_5;2024-07-05;0020334587;-5;95.42
81890;Welkom_5;2024-07-05;0020333696;-5;64.23
82328;Welkom_5;2024-07-05;0020333688;-5;6.9
84044;Welkom_5;2024-07-05;0020481214;-5;69.99
80659;Welkom_5;2024-07-05;0020333415;-5;351.27
80941;Welkom_5;2024-07-05;0020334496;-5;143.1
81429;Welkom_5;2024-07-05;0020333159;-5;81.77
83842;Welkom_5;2024-07-05;0020333670;-5;55.74
84315;Welkom_5;2024-07-05;0020481545;-5;29.13
80036;Welkom_5;2024-07-05;0020334181;-5;34.99
79249;Welkom_5;2024-07-05;0020333043;-5;367.16
82488;Welkom_5;2024-07-05;0020481396;-5;11.16
80581;Welkom_5;2024-07-05;0020333019;-5;257.44
77272;Welkom_5;2024-07-05;0020333977;-5;697.61
79729;Welkom_5;2024-07-05;0020333480;-5;93.98
82221;Welkom_5;2024-07-05;0020333209;-5;172.72
81682;Welkom_5;2024-07-05;0020333894;-5;204.94
80928;Welkom_5;2024-07-05;0020333712;-5;51.44
84628;Welkom_5;2024-07-05;0020332789;-5;184.72
83879;Welkom_5;2024-07-05;0020333498;-5;41.18
81555;Welkom_5;2024-07-05;0020481412;-5;209.99
80235;Welkom_5;2024-07-05;0020334223;-5;299.97
80105;Welkom_5;2024-07-05;0020334710;-5;74.98
81967;Welkom_5;2024-07-05;0020334322;-5;6.95
82010;Welkom_5;2024-07-05;0020333936;-5;40.17
82155;Welkom_5;2024-07-05;0020333407;-5;84.99
82388;Welkom_5;2024-07-05;0020333738;-5;276.9
81478;Welkom_5;2024-07-05;0020333365;-5;316.16
79072;Welkom_5;2024-07-05;0020332854;-5;143.7
82195;Welkom_5;2024-07-05;0020333993;-5;14.99
82935;Welkom_5;2024-07-05;0020334389;-5;29.99
83187;Welkom_5;2024-07-05;0020333985;-5;91.97
79818;Welkom_5;2024-07-06;0020337481;-5;182.77
80746;Welkom_5;2024-07-06;0020482360;-5;117.93
80620;Welkom_5;2024-07-06;0020482725;-5;136.13
81368;Welkom_5;2024-07-06;0020483582;-5;266.86
83878;Welkom_5;2024-07-06;0020336277;-5;437.48
78124;Welkom_5;2024-07-06;0020336921;-5;17.95
83193;Welkom_5;2024-07-06;0020481941;-5;326.99
84601;Welkom_5;2024-07-06;0020337473;-5;21.84
84371;Welkom_5;2024-07-06;0020482170;-5;22.19
84713;Welkom_5;2024-07-06;0020481750;-5;121.74
80348;Welkom_5;2024-07-06;0020483202;-5;59.12
82639;Welkom_5;2024-07-06;0020336228;-5;122.94
83998;Welkom_5;2024-07-06;0020335931;-5;289.41
81205;Welkom_5;2024-07-06;0020337218;-5;277.47
82761;Welkom_5;2024-07-06;0020336293;-5;162.6
83764;Welkom_5;2024-07-06;0020337853;-5;103.98
81006;Welkom_5;2024-07-06;0020483210;-5;209.49
84338;Welkom_5;2024-07-06;0020337531;-5;89.99
83812;Welkom_5;2024-07-06;0020337705;-5;165.34
84341;Welkom_5;2024-07-06;0020335493;-5;88.43
79480;Welkom_5;2024-07-06;0020337911;-5;12.99
84069;Welkom_5;2024-07-06;0020482063;-5;403.99
79575;Welkom_5;2024-07-06;0020336053;-5;254.94
83347;Welkom_5;2024-07-06;0020337093;-5;65.33
82558;Welkom_5;2024-07-06;0020482709;-5;125.49
80793;Welkom_5;2024-07-06;0020481719;-5;44.99
83517;Welkom_5;2024-07-06;0020337903;-5;61.42
83925;Welkom_5;2024-07-06;0020336772;-5;32.23
84954;Welkom_5;2024-07-06;0020483244;-5;265.44
83803;Welkom_5;2024-07-06;0020482352;-5;164.95
79371;Welkom_5;2024-07-06;0020337309;-5;57.65
83381;Welkom_5;2024-07-06;0020336798;-5;286.22
83046;Welkom_5;2024-07-06;0020482873;-5;241.73
81962;Welkom_5;2024-07-06;0020481875;-5;221.53
81931;Welkom_5;2024-07-06;0020337820;-5;205.74
84049;Welkom_5;2024-07-06;0020483228;-5;59.01
82199;Welkom_5;2024-07-06;0020335527;-5;385.94
80932;Welkom_5;2024-07-06;13580;-5;59.99
84683;Welkom_5;2024-07-06;0020483715;-5;20.58
82496;Welkom_5;2024-07-06;0020335097;-5;117.47
81727;Welkom_5;2024-07-06;0020482915;-5;202.27
80457;Welkom_5;2024-07-06;0020336087;-5;3.99
84418;Welkom_5;2024-07-06;0020336335;-5;42.94
84676;Welkom_5;2024-07-06;0020483301;-5;303.87
80917;Welkom_5;2024-07-06;0020335634;-5;284.19
81400;Welkom_5;2024-07-06;0020483236;-5;207.39
84363;Welkom_5;2024-07-06;0020336251;-5;3.09
83537;Welkom_5;2024-07-06;0020483608;-5;86.48
82031;Welkom_5;2024-07-06;0020335519;-5;56.43
84701;Welkom_5;2024-07-06;0020337937;-5;52.96
84235;Welkom_5;2024-07-06;0020337051;-5;403.88
80504;Welkom_5;2024-07-06;0020482535;-5;34.86
84650;Welkom_5;2024-07-06;0020337572;-5;559.79
80025;Welkom_5;2024-07-06;0020335832;-5;74.99
79906;Welkom_5;2024-07-06;0020337069;-5;368.65
80190;Welkom_5;2024-07-07;0020338349;-5;84.99
83685;Welkom_5;2024-07-07;0020485116;-5;308.92
84244;Welkom_5;2024-07-07;0020484952;-5;569.41
81434;Welkom_5;2024-07-07;0020484846;-5;163.85
80338;Welkom_5;2024-07-07;0020484945;-5;56.48
83592;Welkom_5;2024-07-07;0020338695;-5;439.47
84711;Welkom_5;2024-07-07;0020484903;-5;124.98
80453;Welkom_5;2024-07-07;0020338448;-5;165.46
81545;Welkom_5;2024-07-07;0020338422;-5;394.94
79874;Welkom_5;2024-07-07;0020484721;-5;147.46
84056;Welkom_5;2024-07-08;0020342093;-5;29.99
81241;Welkom_5;2024-07-08;0020341434;-5;44.62
79022;Welkom_5;2024-07-08;0020341319;-5;35.84
80744;Welkom_5;2024-07-08;0020341772;-5;58.5
78799;Welkom_5;2024-07-08;0020340873;-5;102.96
79493;Welkom_5;2024-07-08;0020341053;-5;35.98
81123;Welkom_5;2024-07-08;0020341277;-5;58.94
83587;Welkom_5;2024-07-08;0020341400;-5;11.9
82750;Welkom_5;2024-07-08;0020342010;-5;169.26
80233;Welkom_5;2024-07-08;0020342333;-5;3.99
82256;Welkom_5;2024-07-08;0020340493;-5;14.9
83357;Welkom_5;2024-07-08;0020340618;-5;53.61
84739;Welkom_5;2024-07-08;0020340501;-5;75.48
82479;Welkom_5;2024-07-08;0020342192;-5;46.2
78243;Welkom_5;2024-07-08;0020340527;-5;25.97
80886;Welkom_5;2024-07-08;0020341590;-5;104.94
80588;Welkom_5;2024-07-08;0020340816;-5;34.03
84927;Welkom_5;2024-07-08;0020340758;-5;92.35
83810;Welkom_5;2024-07-08;0020341855;-5;128.61
81821;Welkom_5;2024-07-08;0020341764;-5;70.96
82921;Welkom_5;2024-07-08;0020340634;-5;59.5
83369;Welkom_5;2024-07-08;0020340923;-5;63.43
84821;Welkom_5;2024-07-08;0020342127;-5;21.34
83227;Welkom_5;2024-07-08;0020342374;-5;37.84
80957;Welkom_5;2024-07-08;0020342432;-5;49.44
82510;Welkom_5;2024-07-08;0020342077;-5;57.22
84359;Welkom_5;2024-07-08;0020341228;-5;20.18
81504;Welkom_5;2024-07-08;0020342309;-5;118.22
77486;Welkom_5;2024-07-08;0020342168;-5;224.97
82667;Welkom_5;2024-07-08;0020342176;-5;127.79
81030;Welkom_5;2024-07-08;0020340733;-5;77.97
82593;Welkom_5;2024-07-08;0020340675;-5;103.74
81177;Welkom_5;2024-07-08;0020342275;-5;22.49
82398;Welkom_5;2024-07-08;0020341236;-5;44.99
84439;Welkom_5;2024-07-08;0020340642;-5;97.76
84176;Welkom_5;2024-07-08;0020340519;-5;16.91
84138;Welkom_5;2024-07-08;0020340857;-5;69.99
80163;Welkom_5;2024-07-08;0020341079;-5;130.96
83598;Welkom_5;2024-07-08;0020341301;-5;13.99
84357;Welkom_5;2024-07-08;0020341533;-5;257.98
83481;Welkom_5;2024-07-08;0020341285;-5;240.18
82168;Welkom_5;2024-07-08;0020342119;-5;21.49
83167;Welkom_5;2024-07-08;0020342341;-5;75.57
84663;Welkom_5;2024-07-08;0020341525;-5;54.99
84470;Welkom_5;2024-07-08;0020342416;-5;120.76
81105;Welkom_5;2024-07-08;0020341137;-5;221.94
84225;Welkom_5;2024-07-08;0020341392;-5;0
81667;Welkom_5;2024-07-08;0020340790;-5;126.68
81774;Welkom_5;2024-07-08;0020340410;-5;9.98
84806;Welkom_5;2024-07-08;0020341194;-5;5.99
80184;Welkom_5;2024-07-08;0020342234;-5;291.38
77825;Welkom_5;2024-07-08;0020341632;-5;25.98
81062;Welkom_5;2024-07-08;0020342499;-5;138.51
82934;Welkom_5;2024-07-09;0020342796;-5;178.22
83763;Welkom_5;2024-07-09;0020343612;-5;363.05
82317;Welkom_5;2024-07-09;0020343505;-5;4.28
80955;Welkom_5;2024-07-09;0020342721;-5;141.5
84091;Welkom_5;2024-07-09;0020344388;-5;257.45
82253;Welkom_5;2024-07-09;0020343430;-5;274.27
80021;Welkom_5;2024-07-09;0020344297;-5;224.99
81336;Welkom_5;2024-07-09;0020343828;-5;24.96
84048;Welkom_5;2024-07-09;0020342739;-5;499.92
82233;Welkom_5;2024-07-09;0020342770;-5;53.6
82099;Welkom_5;2024-07-09;0020485488;-5;44.95
80658;Welkom_5;2024-07-09;0020343836;-5;5.79
79469;Welkom_5;2024-07-09;0020343497;-5;0.39
82987;Welkom_5;2024-07-09;0020343463;-5;52
82985;Welkom_5;2024-07-10;0020345674;-5;16.98
82372;Welkom_5;2024-07-10;0020345781;-5;54.48
77383;Welkom_5;2024-07-10;0020345245;-5;265.37
84949;Welkom_5;2024-07-10;0020345120;-5;23.29
85000;Welkom_5;2024-07-10;0020345252;-5;87.49
82285;Welkom_5;2024-07-10;0020346425;-5;68.76
81918;Welkom_5;2024-07-10;0020344867;-5;77.94
84017;Welkom_5;2024-07-10;0020346813;-5;367.68
80890;Welkom_5;2024-07-10;0020346078;-5;52.97
